question,answer
"پوشهscribeاین جاست
وفرق کدنویسی توcmd واون جا که عکسشو براتون فرستادم چیه.",اگ سختته unistall کن پایتونو دوباره نصب کن موقع نصب اون تیک add to path بزن حتما
"پوشهscribeاین جاست
وفرق کدنویسی توcmd واون جا که عکسشو براتون فرستادم چیه.",نیست باید اضافه کنی
,"پوشهscribeاین جاست
وفرق کدنویسی توcmd واون جا که عکسشو براتون فرستادم چیه."
,Path script پایتون اضافه نشده
نسخه 3.12.8پایتون نصب کردم واین جا کدنویسی میشه انجام داد ولی تویcmdنمیشه,چون path نمیشناسه
این اومد حالا چیکارکنم,path باز کن
ویدیو راهنمای نصب همین چنل داره تو یوتیوبش ببین مشکلت حل میکنه,"خیلی ممنون
خداخیرت بده"
نمیدونم فقط nextزدم,این مسیری که میگمو برو یه عکس بده تا مطمئن شیم
موقع نصب پایتون تیک add to path زدی؟,نمیدونم فقط nextزدم
,ویدیو راهنمای نصب همین چنل داره تو یوتیوبش ببین مشکلت حل میکنه
,موقع نصب پایتون تیک add to path زدی؟
پیداکردم من الان اعداددارم یادمیگرم,آره عالیه موفق باشی
دوره پایتون بخر یا تو نت پیدا کن خودش از صفر تا صد بهت یاد میده,پیداکردم من الان اعداددارم یادمیگرم
اوکی و اول چی بایدیادگرفت,دوره پایتون بخر یا تو نت پیدا کن خودش از صفر تا صد بهت یاد میده
سلام دوستان روزی یکساعت تمیرن خوبه واسه اول روز یادبگیرم,سلام آره
کدم دوره,همین دوره همین کانال
مثلا ویدیویی میخام ک نمونه سوال کل کنه,از جادیا ببین تو یوتیوب
"قسمت 17/18
همین دوره راجب دیکشنری",کدم دوره
سلام بچه ها کسی ویدیو آموزش دیکشنری ها رو داره!,"قسمت 17/18
همین دوره راجب دیکشنری"
مثلا ویدیویی میخام ک نمونه سوال کل کنه,نمیدونم حضور ذهن ندارم جایی باشه
"توی کوتیشن باید بزاری میلادا
a=""milad""
هنوزم با این کد میزنی🥲",چیا کار میکنی تو
سلام بچه ها کسی ویدیو آموزش دیکشنری ها رو داره!,برو یوتیوب
زدم a=milad,"توی کوتیشن باید بزاری میلادا
a=""milad""
هنوزم با این کد میزنی🥲"
چیکارش بایدکنم,"وقتی and استفاده میکنی
باید هر دوتاش True باشن
یعنی هم a و هم b
 True باشه"
چون شرط True نمیشه,چیکارش بایدکنم
دوستان چرا این جواب دریایف نمیکنم,چون شرط True نمیشه
صفر داد؟,نمیدونم والا نمره ها الان نمیاد که
یه e اضافه زدی,بیبن این درست
دوستان سلام بخشیداین چه خطای میده,"توی print 
Veerb 
رو بکن 
Verb"
"import random
print(""....................."")
print(""entekhab ha : "")
print(""sang"")
print(""kaghaz"")
print(""gheichi"")
print(""....................."")

score_player1 = 0
score_player2 = 0

while True:

    player1 = input(""entekhab shoma ? : "")

    random_number = random.randint(1, 3)
    if random_number == 1:
        player2 =""sang""
    elif random_number == 2:
        player2 = ""kaghaz""
    elif random_number == 3:
        player2 = ""gheichi""

    print(f""player 2 entekhab kard : {player2}"")

    if player1 == ""sang"" and player2 == ""sang"":
        print(""mosavi shod"")
    elif player1 == ""sang"" and player2 == ""kaghaz"":
        print(""player2 bord"")
    score_player2 += 1
    if player1 == ""sang"" and player2 == ""gheichi"":
        print(""player1 bord"")
    score_player1 += 1

    if player1 == ""kaghaz"" and player2 == ""sang"":
        print(""player1 bord"")
    score_player1 += 1
    if player1 == ""kaghaz"" and player2 == ""kaghaz"":
        print(""mosavi shod"")
    if player1 == ""kaghaz"" and player2 == ""gheichi"":
        print(""player2 bord"")
    score_player2 += 1

    if player1 == ""gheichi"" and player2 == ""sang"":
        print(""player2 bord"")
    score_player2 += 1
    if player1 == ""gheichi"" and player2 == ""kaghaz"":
        print(""player1 bord"")
    score_player1 += 1
    if player1 == ""gheichi"" and player2 == ""gheichi"":
        print(""mosavi shod"")


    else :
        print(""harekat gheir mojaz ast"")


    print(f""player 1 : {score_player1} | player2 : {score_player2}"")

    print(""....................."")

    if score_player1 == 3 :
        print(""player 1 barande nahaie shod"")
    elif score_player2 == 3 :
        print(""player 2 barande nahie shod"")

        print(""....................."")",پی
خیلی ممنونم,حالا برو ب استاد بگو تونستی شکستش بده😔😂
خیلی ممنونم,اونی ک رفیقمون نوشته درسته
"```score_ = 0

while True:
    
    while True:
        pl_1 = int(input('Player 1: '))
        if pl_1 <= 10:
            score_ += pl_1
            break
        else:
            print('please enter number between 1 and 10 ...')
        
    if score_ == 100:
        print('... Player 1 Win ...')
        break

    while True:
        pl_2 = int(input('Player 2: '))
        if pl_2 <= 10:
            score_ += pl_2
            break
        else:
            print('please enter number between 1 and 10 ...')
        
    if score_ == 100:
        print('... Player 2 Win ...')
        break
    
    print('\n'+20*'-')
    print(f'\nScore: {score_}')
    print('\n'+20*'-')```",خیلی ممنونم
"```python 

n = 0

while n != 100:
    print('Prime number is',n)
    n_user = int(input(""inter a number: ""))
    if n_user < 1 or n_user > 11:
        print('Error: the number must be between 1 and 10')
        continue
    
    if n_user + n > 100 :
        print('ERROR: enter a smaller number.')
        continue
    
    n += n_user
    
    if n == 100:
        print('You Won')
        break
    
    wn = 100 - n
    
    if wn < 11:
        print(""The robot entered the number"",wn)
        print('Prime number is 100')
        print(""Robot Won."")
        break
    
    n_bot = wn - 11 if wn < 21 else 10
    print(""The robot entered the number"",n_bot)
    n+= n_bot```",خیلی ممنونم
"نه بخون چی خواسته..
گفتع برنامه ای بنویس ک با کاربر بازی کنه و همیشه برنده شه",اره اخرشو نخوندم
دو نفره اس ببین,"نه بخون چی خواسته..
گفتع برنامه ای بنویس ک با کاربر بازی کنه و همیشه برنده شه"
قرار بود برنامه با کاربر بازی کنا!,دو نفره اس ببین
قرار بود برنامه با کاربر بازی کنا!,عع دونفره نبود مگ
"```score_ = 0

while True:
    
    while True:
        pl_1 = int(input('Player 1: '))
        if pl_1 <= 10:
            score_ += pl_1
            break
        else:
            print('please enter number between 1 and 10 ...')
        
    if score_ == 100:
        print('... Player 1 Win ...')
        break

    while True:
        pl_2 = int(input('Player 2: '))
        if pl_2 <= 10:
            score_ += pl_2
            break
        else:
            print('please enter number between 1 and 10 ...')
        
    if score_ == 100:
        print('... Player 2 Win ...')
        break
    
    print('\n'+20*'-')
    print(f'\nScore: {score_}')
    print('\n'+20*'-')```",قرار بود برنامه با کاربر بازی کنا!
باشه مرسی🙏,"```score_ = 0

while True:
    
    while True:
        pl_1 = int(input('Player 1: '))
        if pl_1 <= 10:
            score_ += pl_1
            break
        else:
            print('please enter number between 1 and 10 ...')
        
    if score_ == 100:
        print('... Player 1 Win ...')
        break

    while True:
        pl_2 = int(input('Player 2: '))
        if pl_2 <= 10:
            score_ += pl_2
            break
        else:
            print('please enter number between 1 and 10 ...')
        
    if score_ == 100:
        print('... Player 2 Win ...')
        break
    
    print('\n'+20*'-')
    print(f'\nScore: {score_}')
    print('\n'+20*'-')```"
خب میشه لطفا کدش بگید,"```python 

n = 0

while n != 100:
    print('Prime number is',n)
    n_user = int(input(""inter a number: ""))
    if n_user < 1 or n_user > 11:
        print('Error: the number must be between 1 and 10')
        continue
    
    if n_user + n > 100 :
        print('ERROR: enter a smaller number.')
        continue
    
    n += n_user
    
    if n == 100:
        print('You Won')
        break
    
    wn = 100 - n
    
    if wn < 11:
        print(""The robot entered the number"",wn)
        print('Prime number is 100')
        print(""Robot Won."")
        break
    
    n_bot = wn - 11 if wn < 21 else 10
    print(""The robot entered the number"",n_bot)
    n+= n_bot```"
